type,asin,item_url,img_url,color,price,list_price,title,category
3,B01J3B6R7Q,https://www.amazon.in/United-Colors-Benetton-Leather-Moccasins/dp/B01J3B6R7Q/ref=sr_1_2107?s=shoes&ie=UTF8&qid=1530341810&sr=1-2107,https://images-eu.ssl-images-amazon.com/images/I/41JzY0JUK3L.jpg,Navy,2399,3999,United Colors of Benetton Men's Leather Loafers and Moccasins,fw
2,B075JN79MD,https://www.amazon.in/Puma-Black-Rosso-Corsa-White-Sneakers/dp/B075JN79MD/ref=sr_1_6024?s=shoes&ie=UTF8&qid=1530341934&sr=1-6024,https://images-eu.ssl-images-amazon.com/images/I/41jfHGSJ2YL.jpg,Puma Black-Rosso Corsa-Puma White,8999,8999,Puma Men's Sf F116 Boot Sneakers,fw
2,B07CT4GG9S,https://www.amazon.in/BATA-Lancelot-Brown-Sneakers-7-8214824/dp/B07CT4GG9S/ref=sr_1_477?s=shoes&ie=UTF8&qid=1530341761&sr=1-477,https://images-eu.ssl-images-amazon.com/images/I/41l46VlqyRL.jpg,Brown,2124,2499,BATA Men's Lancelot Sneakers,fw
2,B074Y7T55W,https://www.amazon.in/AORFEO-White-Leather-Sneaker-Shoes/dp/B074Y7T55W/ref=sr_1_15044?s=shoes&ie=UTF8&qid=1530342234&sr=1-15044,https://images-eu.ssl-images-amazon.com/images/I/41nQzvhFMpL.jpg,White,1799,1799,'AORFEO White Leather Look Sneaker Shoe Shoes CX52,fw
1,B078JV9WTF,https://www.amazon.in/Alpha-Black-Casual-Loafer-L01_10/dp/B078JV9WTF/ref=sr_1_7307?s=shoes&ie=UTF8&qid=1530341976&sr=1-7307,https://images-eu.ssl-images-amazon.com/images/I/41Elb-fGSnL.jpg,Black,1299,1299,Alpha Men's Black Casual Loafer L01,fw
4,B076X4ZT7L,https://www.amazon.in/FEETWAY-DESIGNER-DURABLE-SYNTHETIC-STYLISH/dp/B076X4ZT7L/ref=sr_1_8627?s=shoes&ie=UTF8&qid=1530342019&sr=1-8627,https://images-eu.ssl-images-amazon.com/images/I/51btc4%2BP-uL.jpg,Black,445,499,FEETWAY MEN'S FLAT DESIGNER AND DURABLE SYNTHETIC FUNKY STYLISH SLIP ON LOAFER(ALF-1),fw
1,B075F2G1QH,https://www.amazon.in/Style-Panda-Denim-Sneakers-Casual/dp/B075F2G1QH/ref=sr_1_7050?s=shoes&ie=UTF8&qid=1530341967&sr=1-7050,https://images-eu.ssl-images-amazon.com/images/I/41l3Zu%2BbBjL.jpg,blue,499,499,'Style Panda  Blue Denim Sneakers  Jeans Casual shoes for Men,fw
2,B01MZ2D8UW,https://www.amazon.in/Real-Blue-Designer-Synthetic-Sneakers/dp/B01MZ2D8UW/ref=sr_1_3752?s=shoes&ie=UTF8&qid=1530341861&sr=1-3752,https://images-eu.ssl-images-amazon.com/images/I/41iTTLJzcIL.jpg,Red,489,499,Real Blue Men's Black Designer Synthetic Leather Lace-Up Sneaker Size 6 UK - 10 UK,fw
5,B01JI8YM8K,https://www.amazon.in/Red-Tape-Brown-Leather-Shoes/dp/B01JI8YM8K/ref=sr_1_9044?s=shoes&ie=UTF8&qid=1530342033&sr=1-9044,https://images-eu.ssl-images-amazon.com/images/I/41%2BeB60FAOL.jpg,Brown,1869,3595,Red Tape Men's Leather Boat Shoes,fw
1,B06XS1Q3HB,https://www.amazon.in/Columbus-ECO-26-purpose-Casual-WhiteBlack/dp/B06XS1Q3HB/ref=sr_1_17132?s=shoes&ie=UTF8&qid=1530342306&sr=1-17132,https://images-eu.ssl-images-amazon.com/images/I/41SnMf386pL.jpg,Whiteblack,999,999,'Columbus ECO-26 Mesh Slip on Multi purpose Casual shoes for Men,fw
1,B073JYLT77,https://www.amazon.in/Filberto-Mens-Casual-Shoe-White-42/dp/B073JYLT77/ref=sr_1_11434?s=shoes&ie=UTF8&qid=1530342114&sr=1-11434,https://images-eu.ssl-images-amazon.com/images/I/412C4umlWeL.jpg,White,499,499,Filberto Men's Casual Shoe Lace up,fw
2,B00ZR8XUSO,https://www.amazon.in/Lee-cooper-Olive-Leather-Sneakers/dp/B00ZR8XUSO/ref=sr_1_18331?s=shoes&ie=UTF8&qid=1530342348&sr=1-18331,https://images-eu.ssl-images-amazon.com/images/I/41t-NQ7gDNL.jpg,Olive,2999,2999,Lee cooper Men's Leather Sneakers,fw
5,B07D2D1X7M,https://www.amazon.in/Derby-Kicks-Blue-Leather-Shoes/dp/B07D2D1X7M/ref=sr_1_11091?s=shoes&ie=UTF8&qid=1530342102&sr=1-11091,https://images-eu.ssl-images-amazon.com/images/I/4157Up9mwKL.jpg,Blue,849,1698,'Derby Kicks Leather Boat Shoes for Men,fw
6,B01GLLAO9I,https://www.amazon.in/Enterprises-Beige-Synthetic-Ourdoor-Boots/dp/B01GLLAO9I/ref=sr_1_9822?s=shoes&ie=UTF8&qid=1530342059&sr=1-9822,https://images-eu.ssl-images-amazon.com/images/I/41OqQJwaXkL.jpg,Beige,499,499,Aadi Enterprises Men's Beige Synthetic Ourdoor Boots - 8,fw
1,B01HV6003W,https://www.amazon.in/Touchwood-Mens-Relaxer-Casual-Moccasin/dp/B01HV6003W/ref=sr_1_8476?s=shoes&ie=UTF8&qid=1530342014&sr=1-8476,https://images-eu.ssl-images-amazon.com/images/I/41uOCinTS3L.jpg,Navy,499,499,Touchwood Men's Relaxer Navy/Grey Casual/Moccasin Shoe,fw
2,B06XH23KRC,https://www.amazon.in/Wega-Life-Black-Sneakers-UK/dp/B06XH23KRC/ref=sr_1_11450?s=shoes&ie=UTF8&qid=1530342114&sr=1-11450,https://images-eu.ssl-images-amazon.com/images/I/31Iea8hPm8L.jpg,Black,499,499,'Wega Life Black Sneakers,fw
4,B078Y5Q8N7,https://www.amazon.in/Symbol-Amazon-Brand-Mens-Loafers/dp/B078Y5Q8N7/ref=sr_1_612?s=shoes&ie=UTF8&qid=1530341766&sr=1-612,https://images-eu.ssl-images-amazon.com/images/I/41ajcpDGJaL.jpg,Tan,1049,2099,Symbol Amazon Brand Men's Loafers,fw
1,B077RC6KXW,https://www.amazon.in/Recorrer-Delta-Lace-up-Casual-Sneakers/dp/B077RC6KXW/ref=sr_1_7658?s=shoes&ie=UTF8&qid=1530341987&sr=1-7658,https://images-eu.ssl-images-amazon.com/images/I/41Ghe2z8GSL.jpg,Red Black,1499,2499,Recorrer Delta Men's Black & Red Lace-up Casual Sneakers Shoes,fw
4,B01N4SRQX3,https://www.amazon.in/SGTS-Denim-Loafer-Shoes-Black/dp/B01N4SRQX3/ref=sr_1_11609?s=shoes&ie=UTF8&qid=1530342118&sr=1-11609,https://images-eu.ssl-images-amazon.com/images/I/51pxIJLkVSL.jpg,Blue,499,499,'SGTS Denim Loafer Shoes (Black/Tan),fw
2,B01DBRYYLY,https://www.amazon.in/Magnolia-Mens-Blue-Canvas-Sneaker/dp/B01DBRYYLY/ref=sr_1_13304?s=shoes&ie=UTF8&qid=1530342176&sr=1-13304,https://images-eu.ssl-images-amazon.com/images/I/41gwaX7qhNL.jpg,Blue,499,499,Magnolia Men's Lace-up Low-top Pop Canvas Shoes Sneakers,fw
5,B06XSVQCXR,https://www.amazon.in/Red-Chief-Camel-Leather-Shoes/dp/B06XSVQCXR/ref=sr_1_8571?s=shoes&ie=UTF8&qid=1530342018&sr=1-8571,https://images-eu.ssl-images-amazon.com/images/I/41MEY4dmG-L.jpg,Camel,1577,3195,Red Chief Men's Leather Boat Shoes,fw
2,B079LLYFH1,https://www.amazon.in/Duke-Mens-Sneakers-8-India-FWOL0315/dp/B079LLYFH1/ref=sr_1_6964?s=shoes&ie=UTF8&qid=1530341966&sr=1-6964,https://images-eu.ssl-images-amazon.com/images/I/41c8V%2B3vnnL.jpg,Tan,1995,1995,Duke Men's Sneakers,fw
1,B071Z9JSJ5,https://www.amazon.in/Fausto-1106-41-White-Mens-Sneakers/dp/B071Z9JSJ5/ref=sr_1_3207?s=shoes&ie=UTF8&qid=1530341844&sr=1-3207,https://images-eu.ssl-images-amazon.com/images/I/31R6EWyvMjL.jpg,White,699,699,Fausto Men's Derby Sneakers Casual Shoes,fw
3,B01N0VJ38X,https://www.amazon.in/SCATCHITE-Mens-Blue-Loafer-Moccasins/dp/B01N0VJ38X/ref=sr_1_3659?s=shoes&ie=UTF8&qid=1530341858&sr=1-3659,https://images-eu.ssl-images-amazon.com/images/I/51QX8Tb4EML.jpg,Blue,499,499,'SCATCHITE Mens Blue Loafer & Moccasins,fw
1,B01MSC6JOE,https://www.amazon.in/Sgts-Mens-Denim-Casual-Shoes/dp/B01MSC6JOE/ref=sr_1_10145?s=shoes&ie=UTF8&qid=1530342070&sr=1-10145,https://images-eu.ssl-images-amazon.com/images/I/41EKe5F7-7L.jpg,Blue,499,499,'SGTS Denim Casual Shoes (Blue/Tan),fw
3,B077C2P68K,https://www.amazon.in/Menter-Royal-Fashion-Loafers-Moccasins/dp/B077C2P68K/ref=sr_1_9847?s=shoes&ie=UTF8&qid=1530342060&sr=1-9847,https://images-eu.ssl-images-amazon.com/images/I/41T0rc%2Be39L.jpg,Bronze,409,409,Menter Men's Royal Round Fashion Loafers & Moccasins,fw
2,B07D7HG2RT,https://www.amazon.in/DLS-Shoes-Casual-Sneakers-shoes1189/dp/B07D7HG2RT/ref=sr_1_2345?s=shoes&ie=UTF8&qid=1530341817&sr=1-2345,https://images-eu.ssl-images-amazon.com/images/I/41N9zW-Gj%2BL.jpg,Black,359,1999,DLS Shoes Kart TR Men's NKY Casual Shoes Sneakers(shoes1189),fw
2,B01J9YYNAU,https://www.amazon.in/Gliders-Liberty-Mens-Starwood-2-Sneakers/dp/B01J9YYNAU/ref=sr_1_4379?s=shoes&ie=UTF8&qid=1530341881&sr=1-4379,https://images-eu.ssl-images-amazon.com/images/I/41uE5Mm0ryL.jpg,Grey,999,999,Gliders (from Liberty) Men's Starwood-2 Sneakers,fw
2,B011V5I9M8,https://www.amazon.in/Puma-Unisex-Future-Cat-Sf/dp/B011V5I9M8/ref=sr_1_15850?s=shoes&ie=UTF8&qid=1530342262&sr=1-15850,https://images-eu.ssl-images-amazon.com/images/I/41eykrJ7FVL.jpg,Black and Black,6999,6999,'Puma Unisex Future Cat Sf - Leather Sneakers,fw
2,B078ZV89JN,https://www.amazon.in/Puma-Black-Blue-Depths-Sneakers-11-36777202/dp/B078ZV89JN/ref=sr_1_2707?s=shoes&ie=UTF8&qid=1530341829&sr=1-2707,https://images-eu.ssl-images-amazon.com/images/I/41fn00PGHyL.jpg,Puma Black-Blue Depths-Puma Silver,1399,3999,Puma Men's Delta Mid NU Idp Sneakers,fw
1,B0761TBRW6,https://www.amazon.in/Birde-Black-Canvas-Casual-Shoes/dp/B0761TBRW6/ref=sr_1_1797?s=shoes&ie=UTF8&qid=1530341801&sr=1-1797,https://images-eu.ssl-images-amazon.com/images/I/515cX70v-mL.jpg,Blue,499,499,'Shoes - Birde Designer Shoes for men - Loafers and Mocassins - Stylish casual Shoes for Boys And Men,fw
4,B01LYGUGKR,https://www.amazon.in/Crocs-Cabo-Men-Loafer-Blue/dp/B01LYGUGKR/ref=sr_1_14484?s=shoes&ie=UTF8&qid=1530342215&sr=1-14484,https://images-eu.ssl-images-amazon.com/images/I/41APEFdSvLL.jpg,Navy/Electric Blue,3195,3995,'crocs Cabo M Men Loafer in Blue,fw
2,B077QKKQQ6,https://www.amazon.in/Recorrer-InLite-Slip-Casual-Sneaker/dp/B077QKKQQ6/ref=sr_1_16320?s=shoes&ie=UTF8&qid=1530342278&sr=1-16320,https://images-eu.ssl-images-amazon.com/images/I/41DRRrnm4gL.jpg,Navy,1139,1899,Recorrer InLite Men's Slip-On Navy Casual Sneaker Shoes,fw
1,B06XY193L5,https://www.amazon.in/Rexona-Sportif-Fashionably-Quality-Various/dp/B06XY193L5/ref=sr_1_17086?s=shoes&ie=UTF8&qid=1530342304&sr=1-17086,https://images-eu.ssl-images-amazon.com/images/I/51oQqJm0gNL.jpg,Black,480,499,'Rexona Sportif Black & Blue Fashionably Top Quality Casual Shoes For Men In Various Sizes - Checker,fw
2,B018KEGAZQ,https://www.amazon.in/Fila-Marcos-Black-White-Sneakers/dp/B018KEGAZQ/ref=sr_1_5984?s=shoes&ie=UTF8&qid=1530341932&sr=1-5984,https://images-eu.ssl-images-amazon.com/images/I/41omcBAEC5L.jpg,Black  Red and White,3099,3099,Fila Men's Marcos Sneakers,fw
6,B074KBN6VG,https://www.amazon.in/SBM-Mens-CJ-sneakers-9/dp/B074KBN6VG/ref=sr_1_15084?s=shoes&ie=UTF8&qid=1530342236&sr=1-15084,https://images-eu.ssl-images-amazon.com/images/I/41dMpMEbKVL.jpg,White,369,369,SBM Men's Genuine Leather White Boots,fw
3,B01I3LWRSU,https://www.amazon.in/Vans-Classic-Checker-Loafers-Moccasins/dp/B01I3LWRSU/ref=sr_1_4572?s=shoes&ie=UTF8&qid=1530341887&sr=1-4572,https://images-eu.ssl-images-amazon.com/images/I/41Jerip9KWL.jpg,Black and White Checker,2089,2699,'Vans Unisex Classic Slip-On Loafers and Moccasins,fw
2,B074WFZTDX,https://www.amazon.in/LP-Louis-Philippe-Leather-Sneakers/dp/B074WFZTDX/ref=sr_1_1387?s=shoes&ie=UTF8&qid=1530341788&sr=1-1387,https://images-eu.ssl-images-amazon.com/images/I/41sKLIL1AKL.jpg,Black,3479,3999,LP Louis Philippe Men's Leather Sneakers,fw
2,B078X9TKJ7,https://www.amazon.in/Shoe-Mate-Fashionable-Sneakers-Dag-sm758-9/dp/B078X9TKJ7/ref=sr_1_14842?s=shoes&ie=UTF8&qid=1530342228&sr=1-14842,https://images-eu.ssl-images-amazon.com/images/I/419CJ9cgoDL.jpg,Multi,499,499,'Shoe Mate New Latest Fashionable Stylish Casual Sneakers Casual Party Denim Shoes For Men And Boys ( sm758 ),fw
4,B075YJ1ZDS,https://www.amazon.in/Ruosh-Loafers-8-AW17-LFS-6B/dp/B075YJ1ZDS/ref=sr_1_4682?s=shoes&ie=UTF8&qid=1530341891&sr=1-4682,https://images-eu.ssl-images-amazon.com/images/I/416RspErUgL.jpg,Tan/Light Brown,3547,4490,Ruosh Men's Loafers,fw
2,B079MHMNFX,https://www.amazon.in/Levis-Woods-Classic-Sneakers-7-38110-0416/dp/B079MHMNFX/ref=sr_1_7936?s=shoes&ie=UTF8&qid=1530341997&sr=1-7936,https://images-eu.ssl-images-amazon.com/images/I/41pz-C8G6aL.jpg,Black,2759,4599,Levi's Men's Woods Classic Sneakers,fw
1,B07C5BSP2D,https://www.amazon.in/Groofer-Mens-Black-Casual-Shoes/dp/B07C5BSP2D/ref=sr_1_12333?s=shoes&ie=UTF8&qid=1530342142&sr=1-12333,https://images-eu.ssl-images-amazon.com/images/I/41iXxv8IY1L.jpg,Black,407,499,Groofer Men's Casual Shoes,fw
2,B079LJR9B8,https://www.amazon.in/Centrino-Mens-Sneakers-8-India-CEN-FEB-217A/dp/B079LJR9B8/ref=sr_1_5470?s=shoes&ie=UTF8&qid=1530341916&sr=1-5470,https://images-eu.ssl-images-amazon.com/images/I/41YODBktn1L.jpg,Blue,489,699,Centrino Men's Sneakers,fw
4,B076F5QGBB,https://www.amazon.in/Sassie-Loafer-tassel-shining-formal/dp/B076F5QGBB/ref=sr_1_13498?s=shoes&ie=UTF8&qid=1530342182&sr=1-13498,https://images-eu.ssl-images-amazon.com/images/I/41eRpeWNA8L.jpg,Brown,1299,2699,'Sassie Brown Loafer / Slip On with tassel shining party wear semi formal shoes for man,fw
1,B07DMKN47B,https://www.amazon.in/TS-Nanda-Synthetic-Leather-red02_M_9/dp/B07DMKN47B/ref=sr_1_19099?s=shoes&ie=UTF8&qid=1530342374&sr=1-19099,https://images-eu.ssl-images-amazon.com/images/I/41FBgzcl1jL.jpg,Red,499,999,TS Nanda Men's Synthetic Leather Lace-up Casual Shoes,fw
4,B01IW0F4OG,https://www.amazon.in/Andrew-Scott-Mens-Synthetic-Loafers/dp/B01IW0F4OG/ref=sr_1_6756?s=shoes&ie=UTF8&qid=1530341958&sr=1-6756,https://images-eu.ssl-images-amazon.com/images/I/51HPnn2NwsL.jpg,Blue,629,1599,Andrew Scott Men's Blue Synthetic Loafers,fw
1,B076NX3979,https://www.amazon.in/Amico-Mens-Brown-Casual-Shoes/dp/B076NX3979/ref=sr_1_1411?s=shoes&ie=UTF8&qid=1530341790&sr=1-1411,https://images-eu.ssl-images-amazon.com/images/I/41Mcsu4IBHL.jpg,Brown,1799,1799,Amico Men's Brown Casual Shoes C24,fw
6,B07C3Q5H2J,https://www.amazon.in/Emosis-Stylish-Office-Sneaker-Lace-up/dp/B07C3Q5H2J/ref=sr_1_1508?s=shoes&ie=UTF8&qid=1530341793&sr=1-1508,https://images-eu.ssl-images-amazon.com/images/I/51dvaxd%2BulL.jpg,Blue,499,499,Emosis Men's Stylish 0266 Blue Color Office Party Wear Canvas Casual Sneaker Lace-up Derby Boot Shoe,fw
1,B077D5KSV1,https://www.amazon.in/ID-Mens-Leather-Casual-Shoes/dp/B077D5KSV1/ref=sr_1_11719?s=shoes&ie=UTF8&qid=1530342123&sr=1-11719,https://images-eu.ssl-images-amazon.com/images/I/41KmrknYpyL.jpg,White,3285,3285,ID Men's Leather Casual Shoes,fw
2,B076HXZWTT,https://www.amazon.in/Fila-Mens-Santo-Black-Sneakers/dp/B076HXZWTT/ref=sr_1_551?s=shoes&ie=UTF8&qid=1530341764&sr=1-551,https://images-eu.ssl-images-amazon.com/images/I/41eEbICS8GL.jpg,Black/Grey,1049,2099,Fila Men's Santo Sneakers,fw
2,B0788H3YR7,https://www.amazon.in/SHOE-DAY-UCB-Mens-Sneakers/dp/B0788H3YR7/ref=sr_1_3424?s=shoes&ie=UTF8&qid=1530341851&sr=1-3424,https://images-eu.ssl-images-amazon.com/images/I/31MfXof27VL.jpg,Red,1799,1899,SHOE DAY UCB Men's Sneakers,fw
2,B01HEXI5UM,https://www.amazon.in/DC-Mens-Navy-Leather-Sneakers/dp/B01HEXI5UM/ref=sr_1_12830?s=shoes&ie=UTF8&qid=1530342160&sr=1-12830,https://images-eu.ssl-images-amazon.com/images/I/514NhNY9BuL.jpg,Navy and Gold,5999,5999,DC Men's Leather Sneakers,fw
2,B01GSF2R06,https://www.amazon.in/Knotty-Derby-Mens-Brown-Sneakers/dp/B01GSF2R06/ref=sr_1_17939?s=shoes&ie=UTF8&qid=1530342334&sr=1-17939,https://images-eu.ssl-images-amazon.com/images/I/319C4mFGiHL.jpg,Tan and Brown,870,2488,Knotty Derby Men's Sneakers,fw
6,B075GMKRFF,https://www.amazon.in/Baaroo-Faux-Leather-Boots-Brown_43/dp/B075GMKRFF/ref=sr_1_14174?s=shoes&ie=UTF8&qid=1530342205&sr=1-14174,https://images-eu.ssl-images-amazon.com/images/I/41ABPswnPLL.jpg,Brown,499,499,'Baaroo Faux Leather Men Boots Brown_,fw
2,B01CQT5PQG,https://www.amazon.in/new-balance-Mens-Sedona-Sneakers/dp/B01CQT5PQG/ref=sr_1_12269?s=shoes&ie=UTF8&qid=1530342140&sr=1-12269,https://images-eu.ssl-images-amazon.com/images/I/41l8AQCJuBL.jpg,Sedona Red,3999,7999,new balance Men's 501 Sneakers,fw
3,B01N2AX25S,https://www.amazon.in/Carlton-London-Nathane-Navysued-Moccasins/dp/B01N2AX25S/ref=sr_1_14411?s=shoes&ie=UTF8&qid=1530342213&sr=1-14411,https://images-eu.ssl-images-amazon.com/images/I/41RCqRDt1ZL.jpg,Navysued,1198,2995,Carlton London Men's Nathane Leather Loafers and Moccasins,fw
5,B015O49P02,https://www.amazon.in/Action-Shoes-Mens-Brown-Faux/dp/B015O49P02/ref=sr_1_14674?s=shoes&ie=UTF8&qid=1530342221&sr=1-14674,https://images-eu.ssl-images-amazon.com/images/I/418Su59iQML.jpg,Brown,2299,2299,Action Shoes Men's Faux Fur Boat Shoes,fw
2,B0793QQGH3,https://www.amazon.in/Red-Tape-Sneakers-7-India-RTR2578/dp/B0793QQGH3/ref=sr_1_9158?s=shoes&ie=UTF8&qid=1530342036&sr=1-9158,https://images-eu.ssl-images-amazon.com/images/I/41n4uGpUniL.jpg,Grey,1258,4195,Red Tape Men's Grey Sneakers,fw
2,B07DZLY8KP,https://www.amazon.in/TRASE-Tyler-Sneakers-Casual-Men-10/dp/B07DZLY8KP/ref=sr_1_18670?s=shoes&ie=UTF8&qid=1530342360&sr=1-18670,https://images-eu.ssl-images-amazon.com/images/I/41i1CXKIEpL.jpg,Navy Blue/Tan,599,1199,'TRASE Tyler Sneakers/Casual Shoes for Men,fw
6,B00LLVEOO0,https://www.amazon.in/Original-Force-Military-Tactical-Black/dp/B00LLVEOO0/ref=sr_1_9093?s=shoes&ie=UTF8&qid=1530342035&sr=1-9093,https://images-eu.ssl-images-amazon.com/images/I/41GeajbFxbL.jpg,Black,6999,9886,"'Original S.W.A.T. Men\'s Force 8"" Side Zip Military and Tactical Boot",fw
4,B0732W214Q,https://www.amazon.in/QHAN-Scarpia-Mens-Synthetic-LOAFERS/dp/B0732W214Q/ref=sr_1_15132?s=shoes&ie=UTF8&qid=1530342237&sr=1-15132,https://images-eu.ssl-images-amazon.com/images/I/41GqFbmmKLL.jpg,Black,499,499,Scarpia Men's Synthetic LOAFERS,fw
2,B077MDTN8W,https://www.amazon.in/Puma-Black-Sneakers-9-India-19050302/dp/B077MDTN8W/ref=sr_1_5529?s=shoes&ie=UTF8&qid=1530341919&sr=1-5529,https://images-eu.ssl-images-amazon.com/images/I/41gxl4RPQsL.jpg,Black,6049,10999,Puma Men's Sneakers,fw
6,B01NCQR02O,https://www.amazon.in/Dr-Martens-Combat-Gunmetal-Medium/dp/B01NCQR02O/ref=sr_1_17266?s=shoes&ie=UTF8&qid=1530342311&sr=1-17266,https://images-eu.ssl-images-amazon.com/images/I/41OPQD2r2gL.jpg,Gunmetal,10880.45,10880.45,Dr. Martens Men's 1460 Gunmetal Combat Boot,fw
6,B01N5P6L2H,https://www.amazon.in/Red-Tape-Brown-Leather-Boots/dp/B01N5P6L2H/ref=sr_1_11039?s=shoes&ie=UTF8&qid=1530342099&sr=1-11039,https://images-eu.ssl-images-amazon.com/images/I/41SgO8QExqL.jpg,Brown,3995,3995,Red Tape Men's Brown Leather Boots - 11 UK/India (45 EU),fw
2,B00LA4XSIG,https://www.amazon.in/Hush-Puppies-Fisherman-Leather-Sneakers/dp/B00LA4XSIG/ref=sr_1_4388?s=shoes&ie=UTF8&qid=1530341881&sr=1-4388,https://images-eu.ssl-images-amazon.com/images/I/41sMHrRB2wL.jpg,Brown,3499,3499,Hush Puppies Men's Leather Sneakers,fw
4,B0716K4VS7,https://www.amazon.in/HATS-OFF-ACCESSORIES-Loafer-Shoes/dp/B0716K4VS7/ref=sr_1_6029?s=shoes&ie=UTF8&qid=1530341934&sr=1-6029,https://images-eu.ssl-images-amazon.com/images/I/415bzAw339L.jpg,Blue,1999,1999,'Hats Off Accessories Men Blue Loafer Shoes,fw
2,B01H09X1KY,https://www.amazon.in/Puma-Mens-White-Leather-Sneakers/dp/B01H09X1KY/ref=sr_1_9138?s=shoes&ie=UTF8&qid=1530342036&sr=1-9138,https://images-eu.ssl-images-amazon.com/images/I/31OwHuV5ufL.jpg,Puma White and Team Blue,6999,6999,Puma Men's Bmw Ms Mch Lo Leather Sneakers,fw
1,B077H2BRQV,https://www.amazon.in/Cyro-Casual-Canvas-Shoes-sneakers/dp/B077H2BRQV/ref=sr_1_10731?s=shoes&ie=UTF8&qid=1530342089&sr=1-10731,https://images-eu.ssl-images-amazon.com/images/I/41cr7oqd6PL.jpg,Navy,499,499,Cyro Men's Casual Canvas Shoes / sneakers (UK-8  NAVY),fw
4,B076KSNGG2,https://www.amazon.in/BATA-Mens-Wiesel-Tan-Loafers/dp/B076KSNGG2/ref=sr_1_2913?s=shoes&ie=UTF8&qid=1530341835&sr=1-2913,https://images-eu.ssl-images-amazon.com/images/I/41ANcr-UwyL.jpg,Tan,1949,2999,BATA Men's Wiesel Loafers,fw
2,B01N9X95V0,https://www.amazon.in/Black-Tiger-Sneakers-9-India-260/dp/B01N9X95V0/ref=sr_1_17319?s=shoes&ie=UTF8&qid=1530342312&sr=1-17319,https://images-eu.ssl-images-amazon.com/images/I/41GZ6CJws0L.jpg,Blue,3499,3499,'Black Tiger Mens Shoes Synthetic Leather Casual Shoes And Casual Sneakers 260-Blue Shoes online,fw
4,B072B846TM,https://www.amazon.in/Prolific-Men-Brown-Casual-Loafers/dp/B072B846TM/ref=sr_1_6095?s=shoes&ie=UTF8&qid=1530341935&sr=1-6095,https://images-eu.ssl-images-amazon.com/images/I/315LihUWgPL.jpg,Brown,999,1999,'Prolific Men Black Casual Loafers,fw
4,B077QPJVK3,https://www.amazon.in/CAIR%C3%96-Stylish-Various-Loafers-Blue-Orange/dp/B077QPJVK3/ref=sr_1_9649?s=shoes&ie=UTF8&qid=1530342054&sr=1-9649,https://images-eu.ssl-images-amazon.com/images/I/41kFF5b%2B0fL.jpg,Navy Blue-Orange,275,1099,'CAIR\xc3\x96 Shoes For Men Casual Stylish In Various Sizes & Colors (Loafers),fw
1,B07258R8VF,https://www.amazon.in/Scatchite-Mens-Premium-Casual-Shoes/dp/B07258R8VF/ref=sr_1_11438?s=shoes&ie=UTF8&qid=1530342114&sr=1-11438,https://images-eu.ssl-images-amazon.com/images/I/41DUzykm2uL.jpg,Blue,1499,1499,Scatchite Men's Pack of 3 Premium Casual Shoes,fw
1,B07DQRL9R4,https://www.amazon.in/Hot-X-Boxer-Canvas-Casual-Stylish/dp/B07DQRL9R4/ref=sr_1_1512?s=shoes&ie=UTF8&qid=1530341793&sr=1-1512,https://images-eu.ssl-images-amazon.com/images/I/41m91aoEi7L.jpg,Black,295,599,Hot-X Boxer Men's Canvas Sneakers Casual Stylish Black Shoes,fw
4,B071NTRSH6,https://www.amazon.in/Knoos-Mens-Brown-Loafers-10/dp/B071NTRSH6/ref=sr_1_398?s=shoes&ie=UTF8&qid=1530341760&sr=1-398,https://images-eu.ssl-images-amazon.com/images/I/41B2-lGH%2BPL.jpg,Brown,1299,1299,Knoos Men's Loafers,fw
4,B01LXNJRA9,https://www.amazon.in/Curiozz-Mens-Brown-Loafers-Moccasins/dp/B01LXNJRA9/ref=sr_1_3246?s=shoes&ie=UTF8&qid=1530341845&sr=1-3246,https://images-eu.ssl-images-amazon.com/images/I/31RtHr7Q24L.jpg,Brown,279,799,Curiozz Men's Loafers and Moccasins,fw
2,B01M1BJ5H0,https://www.amazon.in/ASICS-Tiger-Unisex-Black-Sneakers/dp/B01M1BJ5H0/ref=sr_1_14473?s=shoes&ie=UTF8&qid=1530342215&sr=1-14473,https://images-eu.ssl-images-amazon.com/images/I/41KQ2awJHzL.jpg,Black and Black,8499,8499,'Asics Tiger Unisex Sneakers,fw
1,B0752PKK1F,https://www.amazon.in/Skoene-Olive-Canvas-Casual-Shoes/dp/B0752PKK1F/ref=sr_1_13541?s=shoes&ie=UTF8&qid=1530342184&sr=1-13541,https://images-eu.ssl-images-amazon.com/images/I/414kVyHI4JL.jpg,Olive,499,499,Skoene Men's Olive Canvas Casual Shoes,fw
4,B071RC4JT8,https://www.amazon.in/Franco-Leone-Mens-Loafers-Moccasins/dp/B071RC4JT8/ref=sr_1_13609?s=shoes&ie=UTF8&qid=1530342185&sr=1-13609,https://images-eu.ssl-images-amazon.com/images/I/41hYgVFJ-QL.jpg,Blue,2795,2795,Franco Leone Men's Loafers and Moccasins,fw
