type,asin,item_url,img_url,color,price,list_price,title,category
1,B07BTQ79PY,https://www.amazon.in/Lamara-Casual-Canvas-Sneaker-Shoes/dp/B07BTQ79PY/ref=sr_1_1712?s=shoes&ie=UTF8&qid=1530341798&sr=1-1712,https://images-eu.ssl-images-amazon.com/images/I/51iAR7a08ML.jpg,Red,449,449,Lamara Men's Navy Blue Casual Canvas Sneaker Shoes,fw
4,B071KPD9R1,https://www.amazon.in/Fashion-Stylish-Leather-Loafers-Moccasins/dp/B071KPD9R1/ref=sr_1_12707?s=shoes&ie=UTF8&qid=1530342155&sr=1-12707,https://images-eu.ssl-images-amazon.com/images/I/4132wDAqf3L.jpg,Beige,1399,1399,Latest Fashion Stylish Assail Leather Loafers & Moccasins Shoes Out Door Casual Foot Wear For Boy/Boys/Boy's/Men...,fw
2,B07693DWMT,https://www.amazon.in/Youths-Way-Black-Sneaker-girls/dp/B07693DWMT/ref=sr_1_9905?s=shoes&ie=UTF8&qid=1530342062&sr=1-9905,https://images-eu.ssl-images-amazon.com/images/I/41IOVc970DL.jpg,Black,498,999,Youth's Way Black Net Sneaker For Boy's and girls,fw
1,B0792XHYGZ,https://www.amazon.in/Duke-Mens-Brown-Casual-Shoes/dp/B0792XHYGZ/ref=sr_1_7318?s=shoes&ie=UTF8&qid=1530341976&sr=1-7318,https://images-eu.ssl-images-amazon.com/images/I/51fGX8swMuL.jpg,Brown,2995,2995,'Duke Mens Brown Casual Shoes,fw
1,B00NPZLV1Y,https://www.amazon.in/Ruosh-Leather-Casual-Loafers-Mocassins/dp/B00NPZLV1Y/ref=sr_1_2205?s=shoes&ie=UTF8&qid=1530341813&sr=1-2205,https://images-eu.ssl-images-amazon.com/images/I/41I4RZzHd9L.jpg,Brown,2250,5490,Ruosh Men's Leather Casual Loafers and Mocassins,fw
2,B01M1HCTME,https://www.amazon.in/Action-Shoes-Mens-Coffee-Sneakers/dp/B01M1HCTME/ref=sr_1_15512?s=shoes&ie=UTF8&qid=1530342251&sr=1-15512,https://images-eu.ssl-images-amazon.com/images/I/41Z9D0ybL4L.jpg,Coffee,2499,2499,Action Shoes Men's Sneakers,fw
1,B072QV9MQQ,https://www.amazon.in/Wild-Fashion-Synthetic-Leather-Casual/dp/B072QV9MQQ/ref=sr_1_357?s=shoes&ie=UTF8&qid=1530341758&sr=1-357,https://images-eu.ssl-images-amazon.com/images/I/41hZ9LFMcbL.jpg,Black,390,698,'Wild Fashion Mens Black Synthetic Leather Casual Shoes For Men,fw
4,B075GJ97NN,https://www.amazon.in/brandvilla-loafer0151-Mens-Loafers/dp/B075GJ97NN/ref=sr_1_6025?s=shoes&ie=UTF8&qid=1530341934&sr=1-6025,https://images-eu.ssl-images-amazon.com/images/I/415jlWRxhsL.jpg,Black,1140,2999,brandvilla Men's Loafers,fw
1,B019XS9BEU,https://www.amazon.in/Leather-Comfort-Sandals-Floaters-Bussiness/dp/B019XS9BEU/ref=sr_1_10597?s=shoes&ie=UTF8&qid=1530342084&sr=1-10597,https://images-eu.ssl-images-amazon.com/images/I/51XWyfUehSL.jpg,Black,1495,1495,'Copper Shoes Style Black Leather Comfort Mens  Boys Sandals and Floaters for Casual Wear   Bussiness Wear,fw
3,B075WWL17L,https://www.amazon.in/Leewon-Mens-LFR-Loafers-Moccasins/dp/B075WWL17L/ref=sr_1_14986?s=shoes&ie=UTF8&qid=1530342232&sr=1-14986,https://images-eu.ssl-images-amazon.com/images/I/41r9hAh%2B6sL.jpg,Multicolor,499,499,Leewon Men's LFR Loafers & Moccasins,fw
4,B07912BCW9,https://www.amazon.in/REVOKE-Mens-Loafers-and-Mocassins/dp/B07912BCW9/ref=sr_1_7885?s=shoes&ie=UTF8&qid=1530341995&sr=1-7885,https://images-eu.ssl-images-amazon.com/images/I/41cFUvlT87L.jpg,Tan,799,1149,REVOKE Men's Loafers and Mocassins,fw
2,B015VFE2J8,https://www.amazon.in/Rosso-Italiano-Green-Sneakers-ris499md420/dp/B015VFE2J8/ref=sr_1_18246?s=shoes&ie=UTF8&qid=1530342346&sr=1-18246,https://images-eu.ssl-images-amazon.com/images/I/41Cxh-CbsYL.jpg,Green,699,699,Rosso Italiano Men's Green Sneakers Shoe (ris499md420),fw
3,B077MPYMCL,https://www.amazon.in/Leewon-Black-Canvas-Loafers-Moccasins-8/dp/B077MPYMCL/ref=sr_1_827?s=shoes&ie=UTF8&qid=1530341773&sr=1-827,https://images-eu.ssl-images-amazon.com/images/I/31FQVQqkzoL.jpg,multicolour,499,499,Leewon Men's Black/Blue Canvas Loafers & Moccasins-8,fw
1,B01MSDCMSL,https://www.amazon.in/Black-Tiger-Brown-Sneakers-9-260/dp/B01MSDCMSL/ref=sr_1_15468?s=shoes&ie=UTF8&qid=1530342249&sr=1-15468,https://images-eu.ssl-images-amazon.com/images/I/41PPYFd9KRL.jpg,Brown,3499,3499,'Black Tiger Mens Shoes Synthetic Leather Casual Shoes And Casual Sneakers 260-Tan Colour Shoes online,fw
1,B071P9BCYB,https://www.amazon.in/Hotstyle-Multicolor-Canvas-Casual-Sneakers/dp/B071P9BCYB/ref=sr_1_16977?s=shoes&ie=UTF8&qid=1530342301&sr=1-16977,https://images-eu.ssl-images-amazon.com/images/I/41A4lHopdnL.jpg,Multicolor,999,999,Hotstyle Men's Multicolor Dual pack of 2 Canvas Casual Sneakers,fw
1,B06Y387NTQ,https://www.amazon.in/Casual-Partywear-Synthetic-Leather-Shoes/dp/B06Y387NTQ/ref=sr_1_15232?s=shoes&ie=UTF8&qid=1530342241&sr=1-15232,https://images-eu.ssl-images-amazon.com/images/I/41PVu7nR-tL.jpg,Grey,499,499,Blue Pop Casual Partywear Synthetic Leather Shoes For Men's And Boys,fw
7,B015FUWD4K,https://www.amazon.in/ALESTINO-Black-Loafers-10-India-ALES057_10/dp/B015FUWD4K/ref=sr_1_8413?s=shoes&ie=UTF8&qid=1530342013&sr=1-8413,https://images-eu.ssl-images-amazon.com/images/I/41BGNGCoiuL.jpg,Black,1299,1299,ALESTINO Men's Leather look Formal Shoes 057,fw
4,B078BRFZVV,https://www.amazon.in/CAIR%C3%96-Stylish-Various-Blue-Yellow-Black-Red/dp/B078BRFZVV/ref=sr_1_9963?s=shoes&ie=UTF8&qid=1530342063&sr=1-9963,https://images-eu.ssl-images-amazon.com/images/I/41wiD4DwqDL.jpg,Navy Blue-Yellow & Black-Red,599,1999,'CAIR\xc3\x96 Shoes For Men Casual Stylish In Various Sizes & Colors (Pack Of 2 Loafers & 4 Pair Premium Cotton Loafer...,fw
4,B0764BVZTX,https://www.amazon.in/Shoe-Mate-Latest-Fashionable-Stylish/dp/B0764BVZTX/ref=sr_1_13020?s=shoes&ie=UTF8&qid=1530342166&sr=1-13020,https://images-eu.ssl-images-amazon.com/images/I/41q-G-9KGNL.jpg,multicoloured,499,499,'Shoe Mate New Latest Fashionable Stylish Casual Loafer Rexin Shoes For Men And Boys,fw
4,B07CG6WCVV,https://www.amazon.in/DRUNKEN-Casual-Black-Loafer-Size-7/dp/B07CG6WCVV/ref=sr_1_11096?s=shoes&ie=UTF8&qid=1530342102&sr=1-11096,https://images-eu.ssl-images-amazon.com/images/I/51vrUQHdEgL.jpg,Black,399,669,DRUNKEN Men's Casual Black Loafer Shoes,fw
1,B07B2HZHDF,https://www.amazon.in/Maddy-Classic-White-Casual-Various/dp/B07B2HZHDF/ref=sr_1_1419?s=shoes&ie=UTF8&qid=1530341790&sr=1-1419,https://images-eu.ssl-images-amazon.com/images/I/41kXoyNUwFL.jpg,White,299,499,'Maddy Classic White Casual shoess For Men In Various Sizes,fw
1,B0779WVLV3,https://www.amazon.in/Deekada-Brown-Casual-Shoes-Sneakers/dp/B0779WVLV3/ref=sr_1_13009?s=shoes&ie=UTF8&qid=1530342166&sr=1-13009,https://images-eu.ssl-images-amazon.com/images/I/51Mq0t1FDAL.jpg,Brown,500,1299,'Deekada Mens Brown Casual Shoes/Sneakers,fw
4,B077KV3V1T,https://www.amazon.in/Shoe-House-Brown-Loafer-Shoes/dp/B077KV3V1T/ref=sr_1_14920?s=shoes&ie=UTF8&qid=1530342229&sr=1-14920,https://images-eu.ssl-images-amazon.com/images/I/41u8L%2B11wkL.jpg,Brown,999,1999,Shoe House Men's Brown Loafer Shoes,fw
2,B01KFG9R6G,https://www.amazon.in/aadi-Mens-White-Fashionable-Sneakers/dp/B01KFG9R6G/ref=sr_1_17774?s=shoes&ie=UTF8&qid=1530342329&sr=1-17774,https://images-eu.ssl-images-amazon.com/images/I/41ZOq4skD0L.jpg,White,489,499,aadi Men's/BOY'sFASHIONABLE Sneakers,fw
1,B079Y8V2KR,https://www.amazon.in/antire-Stylish-Corporate-Synthetic-Sneakers/dp/B079Y8V2KR/ref=sr_1_2659?s=shoes&ie=UTF8&qid=1530341827&sr=1-2659,https://images-eu.ssl-images-amazon.com/images/I/31E9ghH5W1L.jpg,Red,449,1299,antire Stylish Corporate Casual Synthetic Sneakers Shoes for Men's and Boys Red Colour,fw
3,B079FP4GZ8,https://www.amazon.in/SCATCHITE-Footwear-Loafers-Moccasins-Sneakers/dp/B079FP4GZ8/ref=sr_1_163?s=shoes&ie=UTF8&qid=1530341753&sr=1-163,https://images-eu.ssl-images-amazon.com/images/I/51ir66kn3LL.jpg,Blue,2495,2495,'SCATCHITE Pack of 5 Footwear (Loafers & Moccasins & Sneakers & Casual Shoes),fw
3,B07B2XR93V,https://www.amazon.in/Earton-Men-Loafer-Moccasins-Blue/dp/B07B2XR93V/ref=sr_1_6229?s=shoes&ie=UTF8&qid=1530341940&sr=1-6229,https://images-eu.ssl-images-amazon.com/images/I/51uk1s35GrL.jpg,Blue,499,499,'Earton Men Loafer & Moccasins,fw
2,B075SGC367,https://www.amazon.in/Dancing-Ethinic-Corporate-Classic-Shoe-9Uk/dp/B075SGC367/ref=sr_1_12113?s=shoes&ie=UTF8&qid=1530342135&sr=1-12113,https://images-eu.ssl-images-amazon.com/images/I/41eHP6M8VzL.jpg,Gray,499,499,'Buwch Men Gray Casual Dancing Party Ethinic Corporate Classic Fashion New Stylish Look Sneaker Shoe-9Uk,fw
4,B071SL5Z7L,https://www.amazon.in/Hotstyle-Mens-Canvas-Loafer-Mucations/dp/B071SL5Z7L/ref=sr_1_15187?s=shoes&ie=UTF8&qid=1530342239&sr=1-15187,https://images-eu.ssl-images-amazon.com/images/I/41gcW-c4HqL.jpg,Blue,499,499,Hotstyle Men's Canvas Loafer & Mucations,fw
2,B0795W8V1R,https://www.amazon.in/Maddy-Mens-Black-Sneaker-Shoes/dp/B0795W8V1R/ref=sr_1_16106?s=shoes&ie=UTF8&qid=1530342272&sr=1-16106,https://images-eu.ssl-images-amazon.com/images/I/418MZs%2BQ%2BIL.jpg,Multicolor,399,499,Maddy Men's New Black Sneaker Shoes For Men's,fw
3,B01LXYRMZ1,https://www.amazon.in/Buckaroo-Slade-Leather-Loafers-Moccasins/dp/B01LXYRMZ1/ref=sr_1_6489?s=shoes&ie=UTF8&qid=1530341950&sr=1-6489,https://images-eu.ssl-images-amazon.com/images/I/411mqYbn%2BkL.jpg,Tan,3695,3695,Buckaroo Men's Slade Leather Loafers and Moccasins,fw
1,B077C4BM36,https://www.amazon.in/Alphard-Synthetic-Casual-Black-Shoes/dp/B077C4BM36/ref=sr_1_1192?s=shoes&ie=UTF8&qid=1530341783&sr=1-1192,https://images-eu.ssl-images-amazon.com/images/I/31wRrO6syYL.jpg,Black,999,999,Alphard Men's Synthetic Casual Black Shoes,fw
1,B01KP0M778,https://www.amazon.in/BaCaChOO-Stylish-Casual-Shoes-Black/dp/B01KP0M778/ref=sr_1_11801?s=shoes&ie=UTF8&qid=1530342125&sr=1-11801,https://images-eu.ssl-images-amazon.com/images/I/51SZq3frVrL.jpg,multicolour,2500,2600,'BaCaChOO Men Stylish Casual Shoes,fw
1,B01M0H7W5O,https://www.amazon.in/Chevit-Mens-Black-Loafer-8/dp/B01M0H7W5O/ref=sr_1_7723?s=shoes&ie=UTF8&qid=1530341989&sr=1-7723,https://images-eu.ssl-images-amazon.com/images/I/41Y2j3-K54L.jpg,Black,349,499,Chevit Men's Casual 103 Black Shoes (Sneakers Shoes),fw
1,B01ITNGG70,https://www.amazon.in/Escaro-Leather-Loafers-Mocassins-ES4003KB_Brown_9/dp/B01ITNGG70/ref=sr_1_15595?s=shoes&ie=UTF8&qid=1530342252&sr=1-15595,https://images-eu.ssl-images-amazon.com/images/I/51Kx8Cy1zUL.jpg,Brown,1699,2599,Escaro Men's Suede Leather Casual Loafers (Slip On/Mocassins),fw
2,B07B51DY25,https://www.amazon.in/Believe-Stylish-Aerobic-Premium-Quality/dp/B07B51DY25/ref=sr_1_10617?s=shoes&ie=UTF8&qid=1530342086&sr=1-10617,https://images-eu.ssl-images-amazon.com/images/I/41dORmNokFL.jpg,Blue,499,499,'Trendy  Mens Shoes Sneakers with Self Design,fw
2,B0794M6M3N,https://www.amazon.in/Shoes-bank-Fashionable-Stylish-Sneakers/dp/B0794M6M3N/ref=sr_1_16116?s=shoes&ie=UTF8&qid=1530342272&sr=1-16116,https://images-eu.ssl-images-amazon.com/images/I/310iSrO%2BT3L.jpg,Tan,499,499,'Shoes bank New Latest Fashionable Stylish Casual + Sneakers + Loafer Mesh Shoes for Mens and Boys (7  Tan),fw
2,B01E00AVMM,https://www.amazon.in/Franco-Leone-Mens-Blue-Sneakers/dp/B01E00AVMM/ref=sr_1_8680?s=shoes&ie=UTF8&qid=1530342021&sr=1-8680,https://images-eu.ssl-images-amazon.com/images/I/41hp05s%2BXFL.jpg,Blue,1795,1795,Franco Leone Men's Sneakers,fw
2,B01DLO88SW,https://www.amazon.in/Puma-Desierto-Taffy-Leather-Sneakers/dp/B01DLO88SW/ref=sr_1_7733?s=shoes&ie=UTF8&qid=1530341990&sr=1-7733,https://images-eu.ssl-images-amazon.com/images/I/41Z6eljOWVL.jpg,Taffy,5599,7999,Puma Men's Desierto Fun Leather Sneakers,fw
6,B07876ZYWV,https://www.amazon.in/Fucasso-Smart-Outlandish-Black-Casual/dp/B07876ZYWV/ref=sr_1_16238?s=shoes&ie=UTF8&qid=1530342276&sr=1-16238,https://images-eu.ssl-images-amazon.com/images/I/41yNpUcz5JL.jpg,Black,499,499,Fucasso Men's Smart Fit Outlandish Black Casual Boot Shoes,fw
4,B06XG8JF6C,https://www.amazon.in/Fortune-Liberty-JOH-103-Leather-Moccasins/dp/B06XG8JF6C/ref=sr_1_13131?s=shoes&ie=UTF8&qid=1530342169&sr=1-13131,https://images-eu.ssl-images-amazon.com/images/I/31EfJOo52wL.jpg,Brown,2699,2699,Fortune (from Liberty) Men's JOH-103 Leather Loafers and Moccasins,fw
2,B073B9NXWC,https://www.amazon.in/Puma-Unisexs-Depths-Puma-White-Sneakers/dp/B073B9NXWC/ref=sr_1_5220?s=shoes&ie=UTF8&qid=1530341908&sr=1-5220,https://images-eu.ssl-images-amazon.com/images/I/41WCwLw5CsL.jpg,Blue Depths-Puma White,1499,2999,'Puma Unisex Elsu V2 Cv Sneakers,fw
3,B0130M8IMG,https://www.amazon.in/Vans-Classic-Truewhite-Loafers-Moccasins/dp/B0130M8IMG/ref=sr_1_12883?s=shoes&ie=UTF8&qid=1530342162&sr=1-12883,https://images-eu.ssl-images-amazon.com/images/I/41rdrWvWOTL.jpg,Disney  Belle and Truewhite,3699,3699,'Vans Unisex Classic Slip-On Canvas Loafers and Moccasins,fw
6,B071S13DRT,https://www.amazon.in/AXONZA-Brown-Outdoor-Casual-Boots/dp/B071S13DRT/ref=sr_1_7740?s=shoes&ie=UTF8&qid=1530341990&sr=1-7740,https://images-eu.ssl-images-amazon.com/images/I/51z%2BlTTC99L.jpg,Brown,499,499,AXONZA Men's Brown/Tan 241 Outdoor Casual Boots Shoes,fw
2,B01DBRYLP8,https://www.amazon.in/Magnolia-Mens-Black-Canvas-Sneaker/dp/B01DBRYLP8/ref=sr_1_18088?s=shoes&ie=UTF8&qid=1530342339&sr=1-18088,https://images-eu.ssl-images-amazon.com/images/I/41n9NZW3BYL.jpg,Black,299,299,Magnolia Men's Lace-up Low-top Pop Canvas Shoes Sneakers,fw
4,B01ISZ7HUO,https://www.amazon.in/OORA-Mens-Black-Synthetic-Loafers/dp/B01ISZ7HUO/ref=sr_1_17818?s=shoes&ie=UTF8&qid=1530342331&sr=1-17818,https://images-eu.ssl-images-amazon.com/images/I/41f2NCTGhCL.jpg,Black,439,499,OORA Men's Synthetic Loafers,fw
2,B075L9VVN9,https://www.amazon.in/Red-Chief-Mens-Tan-Sneakers/dp/B075L9VVN9/ref=sr_1_13030?s=shoes&ie=UTF8&qid=1530342166&sr=1-13030,https://images-eu.ssl-images-amazon.com/images/I/41qGM1A8kqL.jpg,Tan,2277,3795,Red Chief Men's Sneakers,fw
2,B01BNHX3E8,https://www.amazon.in/Provogue-Mens-Black-Leather-Sneakers/dp/B01BNHX3E8/ref=sr_1_14637?s=shoes&ie=UTF8&qid=1530342219&sr=1-14637,https://images-eu.ssl-images-amazon.com/images/I/41O4%2BILCsmL.jpg,Black and Red,2295,2295,Provogue Men's Leather Sneakers,fw
1,B075L61DVH,https://www.amazon.in/GGs-Formal-Loafer-Shoes-Black/dp/B075L61DVH/ref=sr_1_16599?s=shoes&ie=UTF8&qid=1530342288&sr=1-16599,https://images-eu.ssl-images-amazon.com/images/I/41z6JrpCDDL.jpg,Tan,1499,1499,GGs Men's Casual Loafer Shoes (TAN),fw
6,B06XWCWQD1,https://www.amazon.in/Youths-Way-BBBR24-9-boot-Shoes/dp/B06XWCWQD1/ref=sr_1_17092?s=shoes&ie=UTF8&qid=1530342306&sr=1-17092,https://images-eu.ssl-images-amazon.com/images/I/51UCprBGBTL.jpg,Brown,999,999,'boot Shoes,fw
4,B07847M2BR,https://www.amazon.in/WATERWOOL-Stylish-Various-Loafers-Multicolor/dp/B07847M2BR/ref=sr_1_14090?s=shoes&ie=UTF8&qid=1530342202&sr=1-14090,https://images-eu.ssl-images-amazon.com/images/I/41bM5cQnY5L.jpg,multicolour,425,1099,'WATERWOOL Shoes for Men Casual Stylish in Various Sizes & Colors (Loafers) (9  Multicolor 4),fw
1,B078Q8Q2F5,https://www.amazon.in/FAUSTO-Brown-Velcro-Sneakers-KF-930-42/dp/B078Q8Q2F5/ref=sr_1_4856?s=shoes&ie=UTF8&qid=1530341897&sr=1-4856,https://images-eu.ssl-images-amazon.com/images/I/41Hz1wVSCeL.jpg,Brown,1499,1499,Fausto Men's Stylish Ankle Sneakers Casual Shoes,fw
6,B01GLLAMAY,https://www.amazon.in/aadi-Mens-Beige-Outdoor-Boots_07/dp/B01GLLAMAY/ref=sr_1_9937?s=shoes&ie=UTF8&qid=1530342063&sr=1-9937,https://images-eu.ssl-images-amazon.com/images/I/41OqQJwaXkL.jpg,Beige,499,499,aadi Men's Beige Outdoor Boots_07,fw
2,B07DXD6KVT,https://www.amazon.in/Zenyataa-Navy-Round-Casual-Sneakers/dp/B07DXD6KVT/ref=sr_1_18757?s=shoes&ie=UTF8&qid=1530342363&sr=1-18757,https://images-eu.ssl-images-amazon.com/images/I/31UCvbX555L.jpg,Navy blue,5999,5999,'Zenyataa Navy Blue Round Toe Casual Sneakers for Men,fw
1,B06WW9KTSB,https://www.amazon.in/Fentacia-Men-Black-Casual-Shoes/dp/B06WW9KTSB/ref=sr_1_4712?s=shoes&ie=UTF8&qid=1530341892&sr=1-4712,https://images-eu.ssl-images-amazon.com/images/I/314WQyrt%2BaL.jpg,Black,1099,2499,'Fentacia Men Black Casual Shoes,fw
2,B06XC87F9H,https://www.amazon.in/Clarks-Mens-Stanway-Lace-Sneakers/dp/B06XC87F9H/ref=sr_1_5045?s=shoes&ie=UTF8&qid=1530341903&sr=1-5045,https://images-eu.ssl-images-amazon.com/images/I/41jeYx-In7L.jpg,Tan,4899,4999,Clarks Men's Sway Lace Sneakers,fw
5,B06WVN7V5X,https://www.amazon.in/US-Polo-Association-Beige-Shoes/dp/B06WVN7V5X/ref=sr_1_6511?s=shoes&ie=UTF8&qid=1530341950&sr=1-6511,https://images-eu.ssl-images-amazon.com/images/I/41Iz2sLQVdL.jpg,Beige,2299,2299,US Polo Association Men's Boat Shoes,fw
2,B06XZLVB16,https://www.amazon.in/Belleza-Casual-Fabric-Sneakers-SN721W-8/dp/B06XZLVB16/ref=sr_1_14301?s=shoes&ie=UTF8&qid=1530342208&sr=1-14301,https://images-eu.ssl-images-amazon.com/images/I/41O1mbfYHDL.jpg,White,399,399,'Belleza Men Casual Fabric White Color Sneakers Shoe (SN721W),fw
2,B06XGMBDTK,https://www.amazon.in/FAUSTO-1103-42-Navy-Blue-Sneakers/dp/B06XGMBDTK/ref=sr_1_14327?s=shoes&ie=UTF8&qid=1530342209&sr=1-14327,https://images-eu.ssl-images-amazon.com/images/I/41JJ2%2Bt5dWL.jpg,Navy blue,699,699,Fausto Men's Comforty Sneakers Casual Shoes,fw
4,B06XQ4FT7X,https://www.amazon.in/Fausto-3538-44-Black-Mens-Loafers/dp/B06XQ4FT7X/ref=sr_1_2371?s=shoes&ie=UTF8&qid=1530341819&sr=1-2371,https://images-eu.ssl-images-amazon.com/images/I/41HTnrAEIdL.jpg,Black,799,799,Fausto Men's Loafers & Mocassins Casual Shoes,fw
2,B079Z6FBP6,https://www.amazon.in/KazarMax-Black-Slip-Walking-Sneakers/dp/B079Z6FBP6/ref=sr_1_8586?s=shoes&ie=UTF8&qid=1530342018&sr=1-8586,https://images-eu.ssl-images-amazon.com/images/I/51nRWBOUM1L.jpg,Black,494,999,KazarMax Men's Black Slip-On Walking Sneakers,fw
3,B01J9YNKN6,https://www.amazon.in/Gliders-Liberty-2159-80-Loafers-Moccasins/dp/B01J9YNKN6/ref=sr_1_4253?s=shoes&ie=UTF8&qid=1530341876&sr=1-4253,https://images-eu.ssl-images-amazon.com/images/I/31GjTFJoXnL.jpg,Blue,499,499,Gliders (from Liberty) Men's 2159-80 Loafers and Moccasins,fw
5,B071XP9X2J,https://www.amazon.in/Red-Tape-Black-Leather-Shoes/dp/B071XP9X2J/ref=sr_1_5831?s=shoes&ie=UTF8&qid=1530341928&sr=1-5831,https://images-eu.ssl-images-amazon.com/images/I/41-XgSOE%2BFL.jpg,Black,1398,3995,Red Tape Men's Leather Boat Shoes,fw
6,B0773VH91S,https://www.amazon.in/Red-Tape-Mens-F-Tan-Boots/dp/B0773VH91S/ref=sr_1_6457?s=shoes&ie=UTF8&qid=1530341948&sr=1-6457,https://images-eu.ssl-images-amazon.com/images/I/41eubGJvcKL.jpg,F.Tan,1378,4595,Red Tape Men's Boots,fw
2,B01MZYLQX9,https://www.amazon.in/Puma-Unisexs-Yacht-Black-Sneakers/dp/B01MZYLQX9/ref=sr_1_7899?s=shoes&ie=UTF8&qid=1530341995&sr=1-7899,https://images-eu.ssl-images-amazon.com/images/I/41UVfZeHKXL.jpg,Black,3699,3699,'Puma Unisex Yacht CVS IDP Sneakers,fw
1,B0794RHCQV,https://www.amazon.in/Romanfox-Mens-Blue-White-Canvas-Sneakers/dp/B0794RHCQV/ref=sr_1_10484?s=shoes&ie=UTF8&qid=1530342081&sr=1-10484,https://images-eu.ssl-images-amazon.com/images/I/41wjQNBsn3L.jpg,Blue-white,1599,1599,'Romanfox Blue-White Casual Sneaker Shoes with One Year Exchange Warranty,fw
2,B07BVLYG37,https://www.amazon.in/Lamara-Canvas-Casual-Outdoor-Sneaker/dp/B07BVLYG37/ref=sr_1_10613?s=shoes&ie=UTF8&qid=1530342086&sr=1-10613,https://images-eu.ssl-images-amazon.com/images/I/415Ai4qSSmL.jpg,Black,379,749,Lamara Men's Canvas Casual outdoor Sneaker Shoes,fw
3,B01HZ41RQO,https://www.amazon.in/Franco-Leone-Leather-Loafers-Moccasins/dp/B01HZ41RQO/ref=sr_1_12817?s=shoes&ie=UTF8&qid=1530342160&sr=1-12817,https://images-eu.ssl-images-amazon.com/images/I/41Ab0eF6fSL.jpg,Brown,2899,2899,Franco Leone Men's Loafers and Moccasins,fw
2,B01B637EPS,https://www.amazon.in/Andrew-Scott-Mens-Canvas-Sneakers/dp/B01B637EPS/ref=sr_1_2413?s=shoes&ie=UTF8&qid=1530341820&sr=1-2413,https://images-eu.ssl-images-amazon.com/images/I/41SA9-12EDL.jpg,Grey,499,499,Andrew Scott Men's Canvas Sneakers,fw
4,B01MY7LQBY,https://www.amazon.in/adidas-Climacool-Jawpaw-Loafers-Moccasins/dp/B01MY7LQBY/ref=sr_1_201?s=shoes&ie=UTF8&qid=1530341754&sr=1-201,https://images-eu.ssl-images-amazon.com/images/I/41SzCri9udL.jpg,Energy  Ftwwht and Cblack,5699,5999,Adidas Men's Climacool Jawpaw Slip On Loafers and Moccasins,fw
2,B00ENCXF4Y,https://www.amazon.in/Clarks-Mens-Venton-Brown-Sneakers/dp/B00ENCXF4Y/ref=sr_1_18514?s=shoes&ie=UTF8&qid=1530342354&sr=1-18514,https://images-eu.ssl-images-amazon.com/images/I/41vwl3w9yWL.jpg,Dark Brown,7999,7999,Clarks Men's Un Venton Sneakers,fw
4,B07888T9DY,https://www.amazon.in/Albertiano-Clube-house-loafer-color/dp/B07888T9DY/ref=sr_1_5261?s=shoes&ie=UTF8&qid=1530341910&sr=1-5261,https://images-eu.ssl-images-amazon.com/images/I/41B26wTLgjL.jpg,Blue,1099,2499,'Albertiano Clube house Men s loafer (Blue color),fw
4,B01MYU68O8,https://www.amazon.in/Franco-Leone-Leather-Loafers-Moccasins/dp/B01MYU68O8/ref=sr_1_11045?s=shoes&ie=UTF8&qid=1530342100&sr=1-11045,https://images-eu.ssl-images-amazon.com/images/I/21n9mZulcRL.jpg,Taupe,3995,3995,Franco Leone Men's Leather Loafers and Moccasins,fw
1,B01FMYU9GS,https://www.amazon.in/Sukun-Grey-Long-Casual-Shoes/dp/B01FMYU9GS/ref=sr_1_7804?s=shoes&ie=UTF8&qid=1530341992&sr=1-7804,https://images-eu.ssl-images-amazon.com/images/I/41LFbSR-InL.jpg,Grey,999,999,'Sukun Grey Long Casual Shoes,fw
4,B00N9SDDZE,https://www.amazon.in/Clarks-Brown-Leather-Loafers-Mocassins/dp/B00N9SDDZE/ref=sr_1_18466?s=shoes&ie=UTF8&qid=1530342353&sr=1-18466,https://images-eu.ssl-images-amazon.com/images/I/31EXuqVkOIL.jpg,Brown Leather,5199,7999,Clarks Men's Brown Leather Loafers and Mocassins - 6.5 UK,fw
4,B07DKG75NC,https://www.amazon.in/Walk-Street-Leather-Loafers-Sandals/dp/B07DKG75NC/ref=sr_1_19172?s=shoes&ie=UTF8&qid=1530342377&sr=1-19172,https://images-eu.ssl-images-amazon.com/images/I/41uoZetbOAL.jpg,Black,499,1099,'Walk Street Mens Leather Loafers Sandals Black Brown Tan,fw
2,B074PXBN9Q,https://www.amazon.in/Bond-Street-Red-Tape-Sneakers/dp/B074PXBN9Q/ref=sr_1_1893?s=shoes&ie=UTF8&qid=1530341804&sr=1-1893,https://images-eu.ssl-images-amazon.com/images/I/41Vz4eDSuDL.jpg,Brown,898,2995,Bond Street by (Red Tape) Men's  Sneakers,fw
1,B07D2G7249,https://www.amazon.in/Chevit-Black-Casual-Loafers-CB-166/dp/B07D2G7249/ref=sr_1_3072?s=shoes&ie=UTF8&qid=1530341839&sr=1-3072,https://images-eu.ssl-images-amazon.com/images/I/51cxQUxclBL.jpg,Navy & Black & Grey,998,998,'Chevit Pack of 2 Navy & Black & Grey Casual Shoes (Loafers Shoes),fw
